运行消息:[2016-04-13 20:48:58:426] CameraTime:[2016-04-13 20:48:36 980] [seq:  2]:  87.5  56.2    0 120 get=(  4000 10.0 ) set=(  2000  0.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:16:874] CameraTime:[2016-04-13 20:48:55 888] [seq: 54]:  28.3  58.7    1  72 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:17:481] CameraTime:[2016-04-13 20:48:56 288] [seq: 55]:  28.4  58.7    1  72 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:17:686] CameraTime:[2016-04-13 20:48:56 690] [seq: 56]:  28.4  58.7    1  72 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:18:166] CameraTime:[2016-04-13 20:48:57 099] [seq: 57]:  28.4  58.7    1  72 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:18:557] CameraTime:[2016-04-13 20:48:57 501] [seq: 58]:  28.5  58.7    1  72 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:23:354] CameraTime:[2016-04-13 20:48:57 902] [seq: 59]:  28.5  58.7    1  72 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:23:364] CameraTime:[2016-04-13 20:48:58 303] [seq: 60]:  28.5  58.7    1  72 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:23:416] CameraTime:[2016-04-13 20:48:58 704] [seq: 61]:  28.5  58.7    1  72 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:23:419] CameraTime:[2016-04-13 20:48:59 106] [seq: 62]:  28.7  58.7    1  72 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:23:446] CameraTime:[2016-04-13 20:48:59 509] [seq: 63]:  29.2  58.7    1  72 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:23:507] CameraTime:[2016-04-13 20:48:59 910] [seq: 64]:  29.7  58.7    1  72 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:23:547] CameraTime:[2016-04-13 20:49:00 310] [seq: 65]:  30.3  58.7    1  72 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:23:579] CameraTime:[2016-04-13 20:49:00 711] [seq: 66]:  30.7  58.7    1  72 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:23:609] CameraTime:[2016-04-13 20:49:01 112] [seq: 67]:  31.2  58.7    1  72 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:23:631] CameraTime:[2016-04-13 20:49:01 512] [seq: 68]:  31.6  58.7    1  72 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:23:635] CameraTime:[2016-04-13 20:49:02 313] [seq: 70]:  32.2  58.7    1  72 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:23:637] CameraTime:[2016-04-13 20:49:01 913] [seq: 69]:  32.0  58.7    1  72 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:23:771] CameraTime:[2016-04-13 20:49:02 714] [seq: 71]:  32.3  58.7    1  72 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:24:173] CameraTime:[2016-04-13 20:49:03 114] [seq: 72]:  32.5  58.7    1  72 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:24:624] CameraTime:[2016-04-13 20:49:03 515] [seq: 73]:  32.2  58.7    1  72 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:24:906] CameraTime:[2016-04-13 20:49:03 915] [seq: 74]:  31.6  58.7    1  72 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:25:306] CameraTime:[2016-04-13 20:49:04 316] [seq: 75]:  31.5  58.7    1  72 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:25:707] CameraTime:[2016-04-13 20:49:04 717] [seq: 76]:  31.8  58.7    1  72 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:26:248] CameraTime:[2016-04-13 20:49:05 117] [seq: 77]:  31.9  58.7    1  72 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:26:701] CameraTime:[2016-04-13 20:49:05 518] [seq: 78]:  32.0  58.7    1  72 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:27:101] CameraTime:[2016-04-13 20:49:05 918] [seq: 79]:  32.2  58.7    1  72 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:27:312] CameraTime:[2016-04-13 20:49:06 319] [seq: 80]:  32.3  58.7    1  72 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:27:772] CameraTime:[2016-04-13 20:49:06 719] [seq: 81]:  32.4  58.7    1  72 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:28:167] CameraTime:[2016-04-13 20:49:07 120] [seq: 82]:  32.4  58.7    1  72 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:28:530] CameraTime:[2016-04-13 20:49:07 520] [seq: 83]:  32.5  58.7    1  72 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:28:979] CameraTime:[2016-04-13 20:49:07 921] [seq: 84]:  32.7  58.7    1  72 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:29:520] CameraTime:[2016-04-13 20:49:08 322] [seq: 85]:  32.8  58.7    1  72 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:29:811] CameraTime:[2016-04-13 20:49:08 722] [seq: 86]:  32.9  58.7    1  72 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:30:172] CameraTime:[2016-04-13 20:49:09 122] [seq: 87]:  32.9  58.7    1  72 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:30:714] CameraTime:[2016-04-13 20:49:09 523] [seq: 88]:  33.0  58.7    1  72 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:30:914] CameraTime:[2016-04-13 20:49:09 925] [seq: 89]:  33.0  58.7    1  72 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:31:420] CameraTime:[2016-04-13 20:49:10 325] [seq: 90]:  33.0  58.7    1  72 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:31:822] CameraTime:[2016-04-13 20:49:10 726] [seq: 91]:  32.7  58.7    1  72 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:32:323] CameraTime:[2016-04-13 20:49:11 134] [seq: 92]:  32.4  58.7    1  71 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:32:526] CameraTime:[2016-04-13 20:49:11 536] [seq: 93]:  32.1  58.7    1  71 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:33:127] CameraTime:[2016-04-13 20:49:11 937] [seq: 94]:  32.3  58.7    1  71 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:33:533] CameraTime:[2016-04-13 20:49:12 338] [seq: 95]:  32.6  58.7    1  71 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:33:896] CameraTime:[2016-04-13 20:49:12 739] [seq: 96]:  32.7  58.7    1  71 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:34:337] CameraTime:[2016-04-13 20:49:13 140] [seq: 97]:  33.1  58.7    1  71 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:34:539] CameraTime:[2016-04-13 20:49:13 540] [seq: 98]:  33.4  58.7    1  71 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:35:100] CameraTime:[2016-04-13 20:49:13 941] [seq: 99]:  33.6  58.7    1  71 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:35:341] CameraTime:[2016-04-13 20:49:14 342] [seq:100]:  34.0  58.7    1  71 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:35:732] CameraTime:[2016-04-13 20:49:14 743] [seq:101]:  34.2  58.7    1  71 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:36:332] CameraTime:[2016-04-13 20:49:15 143] [seq:102]:  34.3  58.7    1  71 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:36:628] CameraTime:[2016-04-13 20:49:15 543] [seq:103]:  34.4  58.7    1  71 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:37:023] CameraTime:[2016-04-13 20:49:15 944] [seq:104]:  34.4  58.7    1  71 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:37:543] CameraTime:[2016-04-13 20:49:16 345] [seq:105]:  34.5  58.7    1  71 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:37:744] CameraTime:[2016-04-13 20:49:16 745] [seq:106]:  34.3  58.7    1  71 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:38:165] CameraTime:[2016-04-13 20:49:17 146] [seq:107]:  34.2  58.7    1  71 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:38:535] CameraTime:[2016-04-13 20:49:17 546] [seq:108]:  34.1  58.7    1  71 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:38:936] CameraTime:[2016-04-13 20:49:17 947] [seq:109]:  34.1  58.7    1  71 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:39:348] CameraTime:[2016-04-13 20:49:18 348] [seq:110]:  34.1  58.7    1  71 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:39:748] CameraTime:[2016-04-13 20:49:18 748] [seq:111]:  34.1  58.7    1  71 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:40:349] CameraTime:[2016-04-13 20:49:19 149] [seq:112]:  34.0  58.7    1  71 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
运行消息:[2016-04-13 20:49:40:590] CameraTime:[2016-04-13 20:49:19 550] [seq:113]:  34.0  58.7    1  71 get=(  2500  8.0 ) set=(  2500  8.0 ) trig=(     0  0.0 )
